Posicion,Empresa,Salario,Ubicacion,Fecha de publicacion,URL de la vacante,Descripción,Home URL,Nombre del Sitio
Senior Software Engineer,Laskie,💰 $60k - $100k,Latin America,2021-12-28T00:00:06+00:00,https://remoteok.com/remote-jobs/107842-remote-senior-software-engineer-laskie,"[""Laskie \n\n\n\nlaskie.co \n\n\nApply now\n\n\n🔎1,803 views\n\n\n✅ 111 applied\n(6%)\n\n\n\nLaskie is also hiring a:\n\n\n\nProduct Manager \nSenior DevOps Engineer \nSenior Frontend Developer \nEngineering Manager \nPython Developer  \n\n\nLaskie is hiring a Remote Senior Software Engineer \nLaskie is helping a few world class, venture-backed startups find talented Backend Engineers specializing in development with Node.js.\\n\\nYou will be employed directly by one of these startups and play an integral role in their early stage growth. We are looking for developers who are passionate about building scalable systems and owning development efforts.\\n\\nIf you're a skilled backend developer with Node.js experience and you're excited about making an impact, we'd love to hear from you!\\n\\n**What You Bring**\\n* Professional English fluency, both writing & speaking\\n* 8+ years of work experience as a software engineer\\n* 5+ years of experience building products with JavaScript and Node.js\\n* Highly proficient in SQL with experience using databases like PostgreSQL\\n* Proficient using noSQL database like MongoDB\\n* Experience managing cloud infrastructure, specifically AWS or GCP\\n* Experience scaling cloud infrastructure with Docker or Kubernetes is a plus\\n\\n**The Right Fit**\\n* You have a growth mindset and believe in game-changing innovations.\\n* You take your impact seriously. \\n* You are passionate about building solutions that create sustainable, resilient, long-lasting value.\\n* You are a first-rate software engineer, with experience and a proven ability to think strategically, creatively, commercially, and programmatically.\\n\\n**What You’ll Accomplish**\\n* Architect the backend for new products\\n* Build robust, scalable new features for core products\\n* Help manage infrastructure scaling and reliability\\n* Collaborate with leadership to build product roadmap & strategy\\n\\n**What's In It For You?**\\n* $1000 Laskie signing bonus PLUS any signing bonus offered by our clients\\n* All of our clients offer remote work and competitive compensation with bonuses, stock options, and PTO\\n* Apply once and get matched with multiple pre-vetted employers \\n\\nBe sure to mention the word **PLEASANTLY** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$60,000 — $100,000/year\\n\n\\n\\n#Location\\nLatin America\n\n\n\n\nSee more jobs at Laskie\n\n\nVisit Laskie's website""]",https://remoteok.com,REMOTEOK
Senior DevOps Engineer,Laskie,💰 $70k - $110k,Latin America,2021-12-28T00:00:06+00:00,https://remoteok.com/remote-jobs/107840-remote-senior-devops-engineer-laskie,"[""Laskie \n\n\n\nlaskie.co \n\n\nApply now\n\n\n🔎1,905 views\n\n\n✅ 95 applied\n(5%)\n\n\n\nLaskie is also hiring a:\n\n\n\nProduct Manager \nSenior Software Engineer \nSenior Frontend Developer \nEngineering Manager \nPython Developer  \n\n\nLaskie is hiring a Remote Senior DevOps Engineer \nLaskie is helping a few world class, venture-backed startups find talented DevOps Engineers in Latin America.\\n\\nYou will be employed directly by one of these US based startups and play an integral role in their early stage growth. We are looking for developers who are passionate about building scalable systems and owning development efforts.\\n\\nIf you're a skilled DevOps Engineer and you're excited about making an impact, we'd love to hear from you!\\n\\n**What You Bring**\\n* Professional English fluency, both writing & speaking\\n* 5+ years of work experience as a DevOps or Site Reliability Engineer\\n* Highly proficient with infrastructure-as-code tools such as Terraform, Ansible, or ChefHighly proficient managing AWS or GCP cloud environments\\n* Experience using containers and scaling with Docker or Kubernetes\\n* Experience scripting with Bash or Python\\n\\n**The Right Fit**\\n* You have a growth mindset and believe in game-changing innovations.\\n* You take your impact seriously. \\n* You are passionate about building solutions that create sustainable, resilient, long-lasting value.\\n* You are a first-rate software engineer, with experience and a proven ability to think strategically, creatively, commercially, and programmatically.\\n\\n**What You’ll Accomplish**\\n* Create maintainable, scalable, and repeatable processes for deploying code to production\\n* Maintain internal solutions that support the build and release processes\\n* Implement scalable infrastructure solutions\\n* Support data modeling and develop data pipelines and warehouses\\n\\n**What's In It For You?**\\n* $1000 Laskie signing bonus PLUS any signing bonus offered by our clients\\n* All of our clients offer remote work and competitive compensation with bonuses, stock options, and PTO\\n* Apply once and get matched with multiple pre-vetted employers \\n\\nBe sure to mention the word **SUMPTUOUS** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$70,000 — $110,000/year\\n\n \\n\\n#Location\\nLatin America\n\n\n\n\nSee more jobs at Laskie\n\n\nVisit Laskie's website""]",https://remoteok.com,REMOTEOK
Engineering Manager,Laskie,💰 $80k - $110k,Latin America,2021-12-28T00:00:05+00:00,https://remoteok.com/remote-jobs/107844-remote-engineering-manager-laskie,"[""Laskie \n\n\n\nlaskie.co \n\n\nApply now\n\n\n🔎1,988 views\n\n\n✅ 121 applied\n(6%)\n\n\n\nLaskie is also hiring a:\n\n\n\nProduct Manager \nSenior DevOps Engineer \nSenior Software Engineer \nSenior Frontend Developer \nPython Developer  \n\n\nLaskie is hiring a Remote Engineering Manager \nLaskie is helping a few world class, venture-backed startups find talented Engineering Managers.\\n\\nYou will be employed directly by one of these startups and play an integral role in their early stage growth. We are looking for developers who are passionate about leading high-performing teams and coaching junior developers.\\n\\nIf you're a skilled Engineer Manager looking for a fun, dynamic and challenging environment, we'd love to hear from you!\\n\\n**What You Bring**\\n* Professional English fluency, both writing & speaking\\n* 10+ years of work experience in software development\\n* 3+ years of work experience as an Engineering Manager\\n* Experience hiring and managing larger engineering teams (10-25 members)\\n* Extensive full stack software engineering experience\\n* Frontend experience with React.js or Angular.js\\n* Backend experience with Node.js, Django, PostgreSQL, and MongoDB\\n* Experience working with AWS or GCP cloud infrastructure\\n\\n**The Right Fit**\\n* You have a growth mindset and believe in game-changing innovations.\\n* You take your impact seriously. You are passionate about building solutions that create sustainable, resilient, long-lasting value.\\n* You are a first-rate software engineer, with experience and a proven ability to think strategically, creatively, commercially, and programmatically.\\n\\n**What You’ll Accomplish**\\n* Coach Engineers in their technical and professional development and provide technical strategy and direction\\n* Empower the Engineering team to achieve a high level of technical productivity and reliability\\n* Help shape product strategy and define goals to help optimize top talent\\n\\n**What's In It For You?**\\n* $1000 Laskie signing bonus PLUS any signing bonus offered by our clients\\n* All of our clients offer remote work and competitive compensation with bonuses, stock options, and PTO\\n* Apply once and get matched with multiple pre-vetted employers \\n\\nBe sure to mention the word **RECOMMENDATION** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$80,000 — $110,000/year\\n\n\\n\\n#Location\\nLatin America\n\n\n\n\nSee more jobs at Laskie\n\n\nVisit Laskie's website""]",https://remoteok.com,REMOTEOK
Graphic Designer,Stealth Startup,💰 $30k - $50k,🌏 Worldwide,2021-12-27T16:44:59+00:00,https://remoteok.com/remote-jobs/107895-remote-graphic-designer-stealth-startup,"[""Stealth Startup \n\n\nApply now\n\n\n🔎2,584 views\n\n\n✅ 577 applied\n(22%)\n\n\n\nStealth Startup is also hiring a:\n\n\n\nHead of Growth \nSenior Software Developer Back end Typescript NodeJS \nUI UX Lead Designer UI UX Engineer Web designer  \n\n\nStealth Startup is hiring a Remote Graphic Designer \n**Graphic Designer / Visual Artist**\\n\\nStealth derivatives exchange, developing high-load decentralized software systems for financial analytics and synthetic assets. We are looking for a talented graphic designer to work on the development of our brand presence. This is a remote position with travel opportunities and the chance to work for an innovative project in the blockchain space.\\n\\n**The role**\\nThe mission for the Visual Artist is to lead the protocol’s visual identity and be the leading creative mind to structure its visual experience for users. You’ll take ownership of all design needs and will help manage external partners or coordinate with community members for additional resources. Ideally, you’re someone who’s excited about branding, memes, NFTs and more. You probably know about DeFi and crypto, and are looking to learn more about it..\xa0\\n\\n**Requirements:**\\n* +5 years of visual design experience, having led brand creation and development across multiple mediums (animations, social media, branding etc.).\xa0\\n* Ninja-level experience with Adobe suite of tools and best practices to get work done efficiently.\xa0\\n* You’re not afraid of meeting deadlines and doing a little push here and there.\xa0\\n* Understanding of DeFi, crypto memes and the overall industry.\xa0\\n* An interest to harness the power of our community to drive visual and design output for the project\\n* Bonus: Experience creating and having your own NFTs.\\n\\n**We offer:**\\n* The ability to work remotely ALWAYS, not just now (we are remote-first company)\\n* Professional growth opportunities and career prospects\\n* Salary plus incentives package to align the team with the project's success\\n\\nWe offer a unique opportunity to build an international project in an international team, influence the process, be heard, and really see the results of your work. \\n\\nBe sure to mention the word **BECKON** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$30,000 — $50,000/year\\n\n\\n\\n#Location\\n🌏 Worldwide\n\n\n\n\nSee more jobs at Stealth Startup""]",https://remoteok.com,REMOTEOK
Customer Support Representative,Emailable,💰 $20k - $40k,🇪🇺 Europe - Remote,2021-12-27T00:02:03+00:00,https://remoteok.com/remote-jobs/106688-remote-customer-support-representative-emailable,"[""Emailable \n\n\n\nemailable.com \n\n\nApply now\n\n\n🔎6,806 views\n\n\n✅ 3,010 applied\n(44%)\n\n\n\nEmailable is hiring a Remote Customer Support Representative \nWe're seeking a talented Customer Support Representative to join our team on a full-time basis. You will be responsible for the overall health and retention of our customers. This person must be versatile, as they'll interact with different customers every day while working closely with multiple departments. If you pride yourself on being able to build relationships with anyone, creating an exceptional customer experience, and want to be a part of a fast-growing tech company, please apply.\\n\\n## What You'll Be Doing\\n* Own relationships with customers, including increasing adoption, ensuring retention and maintaining satisfaction.\\n* Developing and maintaining a strong rapport with customers, both new and current.\\n* Work alongside our marketing team to create effective campaigns.\\n* Utilize our support system to track and document all activities and reports.\\n* Work with customers to establish critical goals, key performance indicators, and aid the customer in achieving their goals.\\n* Help to generate ideas for new features, campaigns, and cater to the unique needs of our customers.\\n\\n## Requirements\\n* Prior experience in Customer Success or equivalent experience in increasing customer satisfaction, adoption, and retention.\\n* Proven track record of managing customer escalations, balancing customer expectations, and negotiating successful resolutions.\\n* Proven ability to manage multiple projects simultaneously while maintaining strict attention to detail.\\n* Ability to interact with customer teams at various levels of technical and non-technical depth.\\n* Outstanding analytical, problem-solving, organization, prioritization, and multitasking skills.\\n* You flourish in a high-growth tech environment and adapt well to change.\\n* Passionate self-starter with a drive to win.\\n* Strong technical skills or the ability to learn quickly.\\n* Excellent written and verbal communication skills.\\n* Proficiency in Google Docs or Microsoft Office.\\n* Software as a Service (SaaS) experience is a plus.\\n* Experience in eCommerce is a plus.\\n\\n## Benefits\\n* Base Salary + Commission + Bonus.\\n* Work from anywhere in the world.\\n* Loose vacation policy.\\n* Flexible work hours. \\n\\nBe sure to mention the word **CONSUMMATE** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$20,000 — $40,000/year\\n\n\\n\\n#Location\\n🇪🇺 Europe - Remote\n\n\n\n\nSee more jobs at Emailable\n\n\nVisit Emailable's website""]",https://remoteok.com,REMOTEOK
Technical Architect JavaScript PHP,Blenderbox,💰 $120k - $140k,🇺🇸 US,2021-12-27T00:00:11+00:00,https://remoteok.com/remote-jobs/106115-remote-technical-architect-js-php-blenderbox,"[""Blenderbox \n\n\n\nblenderbox.com \n\n\nApply now\n\n\n🔎6,393 views\n\n\n✅ 2,426 applied\n(38%)\n\n\n\nBlenderbox is hiring a Remote Technical Architect JavaScript PHP \nBlenderbox is actively seeking a seasoned technologist that will enhance our collaborative ecosystem through demonstration of profound technical expertise.\\n\\nWe seek an empathetic professional that is well accomplished and capable of leading our engineering team through action-planning that is forward-thinking and inspirational.\\n\\nThis is a full-time remote position that will have you working with talented colleagues that know how to maintain healthy balance in the workplace.\\n\\nResponsibilities:\\n\\n* Translate complex functional, technical, and business requirements into efficient and scalable software designs by taking into account time and financial constraints.\\n* Collaborate closely with UX / UI Designers and advise on technical feasibility of proposed design approaches.\\n* Provide technical oversight of product delivery, from initial scoping, architecture to hands-on feature execution.\\n* Contribute technical expertise in key client meetings and communications.\\n* Help define and enforce quality engineering standards.\\n* Provide strong thought leadership on emerging technologies.\\n* Conduct internal training in areas in which you specialize.\\n\\nMinimal Qualifications:\\n\\n* Prior experience in a fast-paced digital agency environment or equivalent\\n* 2+ years of experience in a technical leadership role\\n* 3+ years of production experience with NodeJS and/or React\\n* Experience building microservices using NodeJS (or other) while leveraging AWS ecosystem\\n* 3+ years of production experience with OOP PHP / LAMP-stack applications\\n* Solid grasp of application security and performance optimization techniques\\n* Deep understanding of software architecture patterns and concepts\\n* Proactive and have excellent written and oral communication skills\\n* Stellar problem solving, organizational and time management skills\\n* US Citizen or authorized to work in the US\\n\\nNice to Have:\\n\\n* Familiarity with the AWS ecosystem\\n* Experience with API development and third-party integrations\\n* Familiarity with Lucene-based search backends (e.g. SOLR, ElasticSearch)\\n* Experience configuring and maintaining CI/CD pipelines and writing automated tests\\n* Experience with Drupal 8/9, WordPress or other content management systems / frameworks\\n\\nSalary Range:\\n$120-140k commensurate with experience\\n\\nWhat We Offer:\\n\\n* Competitive compensation\\n\\n* Health Care, Dental, Vision, FSA, HSA coverage options\\n\\n* 401(k) plan matching\\n\\n* 17 days of PTO, 11 Holidays, 5 Wellness Days\\n\\n* Home office improvement budget\\n\\n* Career growth and professional development coaching / support\\n\\n* Company-provided laptop\\n\\n* 100% virtual work environment - all team members are remote\\n\\nAbout Blenderbox:\\n\\nBlenderbox is a values-based virtual agency with subject matter experts distributed around the United States with headquarters in New York City. We have over 20 years of experience building websites and applications for mission-driven organizations, primarily for nonprofit, educational, and governmental organizations. Our culture is one of inclusion, transparency and pride. Our team works cross-functionally and collaboratively on a diversity of projects that are reflective of our shared core values. \\n\\nBe sure to mention the word **PREFERED** when applying to show you read the job post completely. This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human.\\n\\n \\n\\n#Salary and compensation\\n\n$120,000 — $140,000/year\\n\n\\n\\n#Location\\n🇺🇸 US\n\n\n\n\nSee more jobs at Blenderbox\n\n\nVisit Blenderbox's website""]",https://remoteok.com,REMOTEOK
Staff Software Engineer,BillionToOne,💰 $60k - $110k*,🇺🇸 US,2021-12-31T23:00:46+00:00,https://remoteok.com/remote-jobs/107922-remote-staff-software-engineer-billiontoone,"['BillionToOne is hiring a Remote Staff Software Engineer \n\\nDo you want to work with the cutting edge of medical diagnostics, saving millions of lives, while working with some of the smartest people in the industry? BillionToOne (Y Combinator S17, one of top YC companies) is looking for a Staff Software Engineer. Weve built the most accurate cell-free DNA test for pregnant mothers by applying bioengineering and machine learning principles to state-of-the-art molecular testing. Our QCT platform improves the resolution of cell-free DNA testing by >1000x fold and enables novel tests for both prenatal and oncology care. Projects you may work on include: bioinformatics data processing pipelines, laboratory automation tools, and web-based tools to communicate genetic results to patients. This is a highly impactful position with the opportunity to own engineering end-to-end from internal prototypes to widely deployed products directly affecting patients.\\nIf you have experience in full life-cycle development, love seeing your work positively affect your colleagues and patients, and thrive in a fast-paced entrepreneurial environment, this could be a great opportunity for you. In this role, you can make an impact both through many small tools and large product development in a fast-paced environment. \\nProjects you may work on include:\\n * Scaling operational processes for 10x growth in 2 years\\n * Expand our tooling and integrate data sources (e.g. logistics, medical records, NextGen DNA sequencers, etc) to help predict problems before they arise; reducing patient frustrations and helping us focus on the hardest problems.\\n * Work with Scientists and Process Engineers to create unique, state-of-the-art lab robotics and workflows to set us above the competition.\\n * Provide clinical decision support via a pragmatic combination of OCR, UI/UX engineering, and intelligent decision suggestions.\\n \\n \\nTechnologies we use include Django / Django rest framework, Python, Javascript, React, Postgres, AWS: s3, ECR, ECS, Heroku, R.\\n\\nBenefits\\n\\nWe offer competitive salary and benefits combined with a truly generous equity package. You will be working on interesting problems with extremely high-impact. \\nBillionToOne is an equal opportunity employer. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status. \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Developer, Engineer and Digital Nomad jobs that are similar:\\n\\n\n$60,000 — $110,000/year\\n\n\n\n\n\nSee more jobs at BillionToOne']",https://remoteok.com,REMOTEOK
Technical Product Marketer For Developer Tools,SonarSource,💰 $60k - $110k*,"Remote, United States",2021-12-31T08:58:44+00:00,https://remoteok.com/remote-jobs/107917-remote-technical-product-marketer-for-developer-tools-sonarsource,"['SonarSource is hiring a Remote Technical Product Marketer For Developer Tools \n\\nIf you are passionate about Software or Online Services and have a knack for building the positioning and messaging of great products to the world, then this is a unique opportunity for you. At SonarSource we are building products that are used and loved by millions of developers around the world, our business is growing very fast and we are continuously engaging more teams and companies with our offering. This is your opportunity to join this adventure in a very dynamic and diverse Marketing Team, help us grow our Product Marketing impact, bringing awareness and adoption of our world-leading products to teams around the globe.\\n\\nThe impact you can have\\n\\nAs a Product Marketing Manager at SonarSource, your first impact will be to engage teams and companies worldwide in caring about the quality and security of their code. Together with the PMM team, you will own the positioning, the value props, the messaging of our products and the feature-set. Through our blogs and websites, you will deliver authentic content that highlights our products’ latest features and integrations. You will demonstrate to organizations of this world how a developer-first approach to code quality & security benefits both the end-users as well as development teams and organizations. Here are some real-life examples of our team delivering such messages to the world:\\n\\n\\n* Empowering Developers to own Code Security (webinar)\\n\\n* Taking the angst out of SAST analysis (blog)\\n\\n* How Clean as You Code enables maximum impact with minimum investment (web)\\n\\n\\n\\n\\nYou will join an existing squad of Product Marketers coming from diverse backgrounds (devs, PMs, PMMs), driven by raising awareness of our products and continuously engaging our existing community with extra benefits. in building a steady stream of product announcements, stories, webinars, blogs and others. You will be part of a team-based organization where you will get to contribute to strategic go-to-markets, be a go-to resource for crafting campaigns, and also have an opportunity to empower the entire company in talking about our products in the most impactful way.\\n\\nUsing your prior Product Marketing experience in software companies, you will contribute to growing the awareness and reputation of our leading developer tools used by millions of developers. You will be surrounded by great people and will contribute to building an authentic brand that is respected and loved around the globe.\\n\\nOn a daily basis, you will \\n\\n\\n* Build content to promote our newest features to the world. Prepare launch activities for upcoming product releases. Maximize the impact with the audience/community that you target.\\n\\n* Create various sets of Product Marketing deliverables (blog posts, product announcements, website content, webinars etc.) that contribute to company-wide go-to-market objectives and campaigns\\n\\n* Maintain an evergreen and consistent Product Marketing Positioning and Messaging across all channels. Keep our Value Proposition continuously up-to-date with the latest releases and offerings.\\n\\n* Work with the Product Management team in defining roadmap priorities. Prepare related go-to-market activities.\\n\\n* Consolidate feedback from Sales/Services Teams about our Value Proposition and messaging, and continuously improve our stories and positioning accordingly\\n\\n* Foster continuous delivery in the PMM squad, of authentic content and stories which resonate with developers and DevOps audience.\\n\\n* Follow Agile principles, work in sprints, and deliver through timeboxes and iterations\\n\\n\\n\\n\\nThe skills you will demonstrate\\n\\n\\n* 3+ years experience in Product Marketing team in a software company (developer tools or DevOps a plus)\\n\\n* You have a passion for great software products and the underlying technologies that powers them.\\n\\n* A technical degree or past experience in a technical role is a plus\\n\\n* You adapt quickly, can respond to changing objectives, and are comfortable with Agile principles\\n\\n* You love writing, you care about producing content that will resonate with end-users, who won’t perceive it as ‘marketing speak’\\n\\n* You are fluent in English, both written and spoken\\n\\n\\n \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Developer, Marketing and Digital Nomad jobs that are similar:\\n\\n\n$60,000 — $110,000/year\\n\n\n\n\n\nSee more jobs at SonarSource']",https://remoteok.com,REMOTEOK
Sales Engineer,Flatfile,💰 $60k - $90k*,Brazil,2021-12-30T05:20:03+00:00,https://remoteok.com/remote-jobs/107915-remote-sales-engineer-flatfile,"['Flatfile is hiring a Remote Sales Engineer \nAbout us\\n\\nAt Flatfile, we believe that humans shouldn’t have to struggle to use the data that drives our work forwards. We create beautiful, human-centric experiences to remove the barriers between people and data. We’re automating every repetitive and painstaking process involved in teaching machines what data is and where it should go.\\n\\nWhat do a grocery store, an early-stage e-commerce startup, and Fortune 500 insurance company all have in common? They are all Flatfile customers, for one.\\n\\nRegardless of segment or geography, accessing usable data quickly is a baseline requirement for operating your business today. Flatfile serves as a crucial bridge between messy, 3rd party data and our customers’ systems. We call this data onboarding, and we view it as both a challenge and an opportunity to serve every company in the world.\\n\\nAbout the role\\n\\nSales Engineering at Flatfile is a critical component of our Go-to-Market engine. We partner with Account Executives to help win more deals, while also helping improve our sales motions for greater efficiency and growth. We are agents of change, constantly improving our product expertise and knowledge of use cases, then sharing our insights with Enablement and Product teams to support Flatfile’s evolution.\xa0\\n\\nIn this role, you’ll be the primary technical resource for the Sales Team, helping Account Executives deliver compelling product demonstrations that speak to prospective customer use cases. As a founding member of the Sales Engineering team, you will help shape how we sell, and help improve our processes and enablement materials over time as our products and market evolve.\\n\\nBenefits\\n\\nOur goal is to be the best remote company in the world. We take this very seriously and aim to treat every employee like a million-dollar hire. \\n\\nWe’re team-focused here: we look for great teammates (not just great individuals) and strive to be a place where you’re surrounded by the best people in your career, where we all make each other better. \\n\\nWhat we offer . . .\\n\\n* The best tools to do your work, including a Mac laptop and top-of-the-line hardware.\\n* Unlimited discretionary vacation, and recommend a minimum of 3 weeks\\n* Comprehensive healthcare plans (including Vision and Dental), with fully covered options for you and your dependents\\n* 24/7 access to a Health Advocate\\n* Free annual membership to One Medical in participating regions\\n* Short term disability insurance\\n* 12 weeks of paid parental leave\\n* 401k retirement plan, with 100% matching for up to 3% and a 50% match for the next 2%\\n* Equity options \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Sales, Engineer jobs that are similar:\\n\\n\n$60,000 — $90,000/year\\n\n\\n\\n#Location\\n🇺🇸 US\n\n\n\n\nSee more jobs at Flatfile']",https://remoteok.com,REMOTEOK
F# .NET Developer For AR VR Company,ArborXR,💰 $60k - $110k*,London,2021-12-28T23:08:51+00:00,https://remoteok.com/remote-jobs/107902-remote-f-net-developer-for-ar-vr-company-arborxr,"[""ArborXR is hiring a Remote F# .NET Developer For AR VR Company \n\\nHello,\\nHow are you?\\nIm sure youve read hundreds of these job descriptions by now.\\nI hope reading this one will be less painful.\\nIn short: We are growing our product team and looking for a F#/.NET Developer\\nWhat might that look like?\\nYou'll be working with our current developers on our application that runs behind the scenes on Android based VR devices. It's written in F# and uses .NET Core. It is a client application that runs behind the scenes on standalone VR headsets running Android and interacts with low level system APIs and our web based backend API - no GUIs at all. No F#, Android, or VR/AR experience is required.\\nDoes that sound interesting? Would you enjoy that role?\\n\\nIf so, please apply. Id love to talk.\\nA bit about us?\\nWere a team of ~30 \\nWe are fully remote.\\nWe dont micro manage.\\n\\nWe dont do the startup grind thing (and we dont work weekends).\\nYou'd be working with a product team (not solo).\\nWere building some cool stuff. Our product is hot right now.\\nWant to read a bit about our team culture and story? See this: https://arborxr.com/about-us/\\nIf that all sounds interesting and you'd like to apply.... please include in your cover letter your favorite flavor of ice cream. (Spam filter!)\\n\\nBenefits\\n\\n * Full-time\\n * Remote, but based in the U.S. or Canada\\n * Salary between $104,000 USD and $124,800 USD \\n * Full Healthcare benefits\\n * Unlimited time off\\n * Want to read a bit about our team culture and story? See this: https://arborxr.com/about-us/ \\n \\n \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Developer, Digital Nomad jobs that are similar:\\n\\n\n$60,000 — $110,000/year\\n\n\n\n\n\nSee more jobs at ArborXR""]",https://remoteok.com,REMOTEOK
Senior Security Engineer Application Security & Vulnerability,Gopuff,💰 $70k - $120k*,Köln,2021-12-28T19:00:02+00:00,https://remoteok.com/remote-jobs/107900-remote-senior-security-engineer-application-security-vulnerability-gopuff,"['Gopuff is hiring a Remote Senior Security Engineer Application Security & Vulnerability \nGopuff’s engineering team is building solutions to dramatically change the way people purchase their daily goods. We provide the modern-day solution to meet customer’s immediate everyday needs with products ranging from snacks and ice cream to household goods and beer, at the click of a button.\xa0\xa0\\n\\nWe are seeking a Senior Security Engineer who enjoys diving deep into our systems looking for vulnerabilities and confirming vulnerabilities reported by others. The kind of people we are looking for want to deep dive into system configuration, networks, and code and look for better ways to monitor, observe and harden our systems as we scale.\xa0 We have strong feelings on DevOps culture and are continuously trying to improve.\\n\\nYour primary responsibility will be to tackle the needs of our security org while providing third tier security support to goPuff’s Engineers. You’ll be part of a small (red / purple) engineering team with a big impact focused on organization and infrastructure security. The right candidate will have the technical aptitude to assist in driving good technology choices through collaboration with an empowered team. We are looking for candidates who are passionate about delivering consistently great experiences within our growing engineering team. Initiative Welcome.\\n\\nAt Gopuff, we know that life can be unpredictable. Sometimes you forget the milk at the store, run out of pet food for Fido, or just really need ice cream at 11 pm. We get it—stuff happens. But that’s where we come in, delivering all your wants and needs in just minutes.\\n\\nAnd now, we’re assembling a team of motivated people to help us drive forward that vision to bring a new age of convenience and predictability to an unpredictable world.\\n\\nLike what you’re hearing? Then join us on Team Blue.\\n\\nGopuff is an equal employment opportunity employer, committed to an inclusive workplace where we do not discriminate on the basis of race, sex, gender, national origin, religion, sexual orientation, gender identity, marital or familial status, age, ancestry, disability, genetic information, or any other characteristic protected by applicable laws. We believe in diversity and encourage any qualified individual to apply. \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to InfoSec, Senior and Engineer jobs that are similar:\\n\\n\n$70,000 — $120,000/year\\n\n\\n\\n#Location\\nRemote, United States\n\n\n\n\nSee more jobs at Gopuff']",https://remoteok.com,REMOTEOK
Job 5066 Developer Android Pleno,CI&T,💰 $60k - $110k*,🌏 Worldwide,2021-12-27T18:05:05+00:00,https://remoteok.com/remote-jobs/107896-remote-job-5066-developer-android-pleno-cit,"['CI&T is hiring a Remote Job 5066 Developer Android Pleno \nCI&T is a digital specialist, partner in end-to-end digital transformation.\xa0As digital natives, we bring a 26-year track record of accelerating business impact through complete and scalable digital solutions. With a global presence of more than 5.000 professionals in strategy, research, data science, design and engineering, we unlock top-line growth, improve customer experience and drive operational efficiency.\\n\\nSua missão:\\n- Atender junto com a CI&T um cliente do mercado de delivery;\\n- Atuar na transformação de uma aplicação mobile já existente;\\n- Garantir que essa aplicação ofereça uma excelente experiência e facilite a execução das atividades do nosso usuário final\\n\\nVocê precisa ter prática com:\\n- Desenvolvimento com Java e Kotlin;\\n- Atuação com testes unitários;\\n- Conhecimento em lean Architecture e MVVM;\\n- Boa comunicação\\n\\nVocê irá se destacar se tiver conhecimentos e vivências:\\n- Conhecimento em Clean Code e SOLID\\n\\n#LI-BZ1\\n#MidLevel\\n#LI-remote\\n\\n\\n\\nWe are a multicultural and inclusive company focused on creating a better tomorrow.\\n\\nWe know that innovation and transformation only happen in diverse and safe work environments, where people from different backgrounds and experiences come together to share and create ideas. We are building teams that are increasingly diverse in terms of disabilities, age, gender identity and sexual orientation, ethnicity and race, religion, cultures and experiences. Therefore, our opportunities are for EVERYONE!\\n\\nTo promote inclusion, we believe it is important to break down physical and behavioral barriers. So, if you are a person with a disability, tell us from the beginning if you need any accessibility resource for the selection process.\\n\\nSo, are you up for the challenge?\\nThen, complete your application and good luck! =D \\n\\n#Salary and compensation\\n\nNo salary data published by company so we estimated salary based on previous jobs related to Developer, Android and Digital Nomad jobs that are similar:\\n\\n\n$60,000 — $110,000/year\\n\n\\n\\n#Location\\nBrazil\n\n\n\n\nSee more jobs at CI&T']",https://remoteok.com,REMOTEOK
